WordNet ID,Name,Clutter,Difficulty,Scale,CNN similarity: highest ranked,Human similarity: highest ranked,Semantic similarity: highest ranked
n01980166,fiddler_crab,1.0967,0.4167,0.2697,"fiddler_crab, rock_crab, crayfish, Dungeness_crab, spiny_lobster","fiddler_crab, rock_crab, crayfish, Dungeness_crab, dung_beetle","fiddler_crab, king_crab, Dungeness_crab, rock_crab, American_lobster"
n01981276,king_crab,2.2876,0.2000,0.6331,"king_crab, Dungeness_crab, crayfish, spiny_lobster, rock_crab","king_crab, Dungeness_crab, American_lobster, fiddler_crab, flatworm","king_crab, Dungeness_crab, fiddler_crab, rock_crab, American_lobster"
n01983481,American_lobster,2.5792,0.3400,0.5516,"American_lobster, crayfish, spiny_lobster, Dungeness_crab, king_crab","American_lobster, king_crab, Dungeness_crab, crayfish, tiger_beetle","American_lobster, spiny_lobster, king_crab, fiddler_crab, rock_crab"
n01984695,spiny_lobster,1.8177,0.3556,0.6728,"spiny_lobster, crayfish, American_lobster, rock_crab, king_crab","fiddler_crab, Dungeness_crab, crayfish, spiny_lobster, rock_crab","spiny_lobster, American_lobster, Dungeness_crab, rock_crab, king_crab"
n01985128,crayfish,2.1901,0.5918,0.4999,"crayfish, fiddler_crab, rock_crab, American_lobster, spiny_lobster","crayfish, fiddler_crab, tiger_beetle, scorpion, ground_beetle","crayfish, fiddler_crab, rock_crab, spiny_lobster, American_lobster"
n01986214,hermit_crab,1.7554,0.2400,0.3376,"hermit_crab, rock_crab, crayfish, fiddler_crab, stinkhorn","fiddler_crab, hermit_crab, Dungeness_crab, king_crab, rock_crab","hermit_crab, fiddler_crab, Dungeness_crab, rock_crab, king_crab"
n01990800,isopod,1.6825,0.4600,0.4801,"isopod, rock_crab, chiton, nail, jellyfish","fiddler_crab, isopod, flatworm, Dungeness_crab, mud_turtle","isopod, hermit_crab, Dungeness_crab, rock_crab, king_crab"
n02002556,white_stork,0.6333,0.1364,0.2937,"white_stork, black_stork, oystercatcher, crane, prison","dowitcher, spoonbill, ruddy_turnstone, white_stork, red-backed_sandpiper","white_stork, black_stork, bustard, oystercatcher, dowitcher"
n02002724,black_stork,0.6431,0.2200,0.3848,"black_stork, crane, kite, white_stork, albatross","ruddy_turnstone, black_stork, red-backed_sandpiper, oystercatcher, dowitcher","black_stork, white_stork, bustard, oystercatcher, dowitcher"
n02006656,spoonbill,0.7503,0.0208,0.3450,"spoonbill, flamingo, American_egret, hoopskirt, safety_pin","spoonbill, American_egret, dowitcher, oystercatcher, white_stork","spoonbill, bustard, oystercatcher, ruddy_turnstone, dowitcher"
n02007558,flamingo,1.2158,0.0833,0.5890,"flamingo, spoonbill, isopod, goose, ant","flamingo, spoonbill, American_egret, white_stork, European_gallinule","flamingo, bustard, oystercatcher, dowitcher, ruddy_turnstone"
n02009229,little_blue_heron,0.5407,0.2245,0.3113,"little_blue_heron, crane, pelican, American_egret, limpkin","ruddy_turnstone, little_blue_heron, bulbul, oystercatcher, goldfinch","little_blue_heron, bittern, American_egret, bustard, oystercatcher"
n02009912,American_egret,0.7750,0.1600,0.3200,"American_egret, crane, little_blue_heron, pelican, peacock","American_egret, spoonbill, black_swan, oystercatcher, dowitcher","American_egret, little_blue_heron, bittern, bustard, oystercatcher"
n02011460,bittern,0.8214,0.2600,0.3696,"bittern, little_blue_heron, pelican, kite, dowitcher","ruddy_turnstone, dowitcher, limpkin, bulbul, red-backed_sandpiper","bittern, little_blue_heron, American_egret, bustard, dowitcher"
n02012849,crane,0.9948,0.4082,0.4599,"crane, American_egret, little_blue_heron, pelican, black_stork","ruddy_turnstone, dowitcher, coucal, red-backed_sandpiper, oystercatcher","crane, bustard, oystercatcher, ruddy_turnstone, dowitcher"
n02013706,limpkin,0.6712,0.0400,0.4247,"limpkin, little_blue_heron, bittern, custard_apple, water_snake","limpkin, ruddy_turnstone, red-backed_sandpiper, black_grouse, dowitcher","limpkin, bustard, oystercatcher, ruddy_turnstone, dowitcher"
n02017213,European_gallinule,0.6657,0.0800,0.3678,"European_gallinule, mink, crane, hen, black_swan","European_gallinule, American_egret, ruddy_turnstone, albatross, red-backed_sandpiper","European_gallinule, black_swan, goose, drake, bustard"
n02018207,American_coot,0.9232,0.1800,0.2230,"American_coot, water_ouzel, drake, black_stork, pelican","American_coot, red-breasted_merganser, partridge, black_grouse, drake","American_coot, bustard, dowitcher, ruddy_turnstone, oystercatcher"
n02018795,bustard,0.7298,0.1000,0.3111,"bustard, ptarmigan, partridge, prairie_chicken, crane","ruddy_turnstone, spoonbill, drake, oystercatcher, bustard","bustard, flamingo, limpkin, crane, bittern"
n02025239,ruddy_turnstone,0.6322,0.0200,0.2783,"ruddy_turnstone, red-backed_sandpiper, brambling, red-breasted_merganser, goose","ruddy_turnstone, oystercatcher, bulbul, dowitcher, red-backed_sandpiper","ruddy_turnstone, red-backed_sandpiper, oystercatcher, redshank, dowitcher"
n02027492,red-backed_sandpiper,0.5516,0.2245,0.3052,"red-backed_sandpiper, dowitcher, partridge, oystercatcher, red-breasted_merganser","red-backed_sandpiper, ruddy_turnstone, dowitcher, pelican, spoonbill","red-backed_sandpiper, redshank, oystercatcher, dowitcher, ruddy_turnstone"
n02028035,redshank,0.3351,0.1667,0.2267,"redshank, dowitcher, crane, goose, red-backed_sandpiper","redshank, dowitcher, ruddy_turnstone, red-backed_sandpiper, albatross","redshank, red-backed_sandpiper, ruddy_turnstone, dowitcher, oystercatcher"
n02033041,dowitcher,0.5919,0.1400,0.2983,"dowitcher, red-backed_sandpiper, redshank, bittern, albatross","dowitcher, ruddy_turnstone, pelican, spoonbill, red-backed_sandpiper","dowitcher, red-backed_sandpiper, oystercatcher, redshank, ruddy_turnstone"
n02037110,oystercatcher,0.3796,0.1600,0.2294,"oystercatcher, red-backed_sandpiper, red-breasted_merganser, drake, white_stork","oystercatcher, ruddy_turnstone, black_swan, dowitcher, spoonbill","oystercatcher, red-backed_sandpiper, ruddy_turnstone, dowitcher, redshank"
n02051845,pelican,1.1120,0.1633,0.3851,"pelican, crane, goose, little_blue_heron, American_egret","pelican, dowitcher, ruddy_turnstone, oystercatcher, spoonbill","pelican, king_penguin, albatross, black_stork, white_stork"
n02056570,king_penguin,1.1930,0.1395,0.5005,"king_penguin, leatherback_turtle, snorkel, loggerhead, water_bottle","king_penguin, partridge, black_swan, red-breasted_merganser, red-backed_sandpiper","king_penguin, albatross, pelican, red-backed_sandpiper, ruddy_turnstone"
n02058221,albatross,1.0228,0.1224,0.3972,"albatross, kite, black_stork, red-backed_sandpiper, pelican","albatross, dowitcher, ruddy_turnstone, pelican, spoonbill","albatross, king_penguin, pelican, American_egret, limpkin"
n02066245,grey_whale,1.2368,0.1667,0.1954,"grey_whale, killer_whale, sandbar, cliff, promontory","grey_whale, killer_whale, leatherback_turtle, dugong, tiger_shark","grey_whale, killer_whale, sea_lion, dugong, coyote"
n02071294,killer_whale,1.5306,0.0600,0.2216,"killer_whale, grey_whale, bathing_cap, sea_lion, canoe","killer_whale, grey_whale, sea_lion, speedboat, tiger_shark","killer_whale, grey_whale, sea_lion, dugong, coyote"
n02074367,dugong,1.7370,0.1020,0.4988,"dugong, tiger_shark, hammerhead, jellyfish, great_white_shark","dugong, tiger_shark, hammerhead, puffer, leatherback_turtle","dugong, grey_whale, killer_whale, sea_lion, coyote"
n02077923,sea_lion,1.8675,0.2174,0.3862,"sea_lion, otter, bathing_cap, hippopotamus, water_buffalo","sea_lion, killer_whale, grey_whale, hippopotamus, seashore","sea_lion, grey_whale, killer_whale, dugong, coyote"
n02085620,Chihuahua,1.3519,0.4600,0.5371,"Chihuahua, toy_terrier, kelpie, whippet, Walker_hound","EntleBucher, Rhodesian_ridgeback, Welsh_springer_spaniel, Chihuahua, Cardigan","Chihuahua, Maltese_dog, papillon, Shih-Tzu, Pekinese"
n02085782,Japanese_spaniel,0.9653,0.2600,0.7061,"Japanese_spaniel, papillon, Pekinese, Lhasa, Chihuahua","Japanese_spaniel, Dandie_Dinmont, Pomeranian, Tibetan_terrier, papillon","Japanese_spaniel, Maltese_dog, papillon, Shih-Tzu, Pekinese"
n02085936,Maltese_dog,1.0140,0.2600,0.5765,"Maltese_dog, Sealyham_terrier, Lhasa, Tibetan_terrier, Shih-Tzu","Dandie_Dinmont, Maltese_dog, chow, West_Highland_white_terrier, kuvasz","Maltese_dog, papillon, Shih-Tzu, Pekinese, Japanese_spaniel"
n02086079,Pekinese,0.9855,0.2653,0.6245,"Pekinese, Shih-Tzu, Lhasa, Japanese_spaniel, Tibetan_terrier","Dandie_Dinmont, Japanese_spaniel, chow, Tibetan_terrier, Yorkshire_terrier","Pekinese, Maltese_dog, papillon, Shih-Tzu, Japanese_spaniel"
n02086240,Shih-Tzu,1.0449,0.4000,0.5875,"Shih-Tzu, Lhasa, Tibetan_terrier, Pekinese, Maltese_dog","Dandie_Dinmont, Shih-Tzu, kuvasz, West_Highland_white_terrier, Norfolk_terrier","Shih-Tzu, Pekinese, papillon, Japanese_spaniel, Chihuahua"
n02086646,Blenheim_spaniel,0.9105,0.1200,0.5875,"Blenheim_spaniel, Welsh_springer_spaniel, papillon, Brittany_spaniel, cocker_spaniel","Blenheim_spaniel, Rhodesian_ridgeback, Welsh_springer_spaniel, black-and-tan_coonhound, Irish_setter","Blenheim_spaniel, papillon, Shih-Tzu, Pekinese, Japanese_spaniel"
n02086910,papillon,0.9345,0.2600,0.6700,"papillon, Japanese_spaniel, Blenheim_spaniel, Welsh_springer_spaniel, collie","Dandie_Dinmont, Japanese_spaniel, papillon, Pomeranian, chow","papillon, Blenheim_spaniel, Shih-Tzu, Pekinese, Japanese_spaniel"
n02087046,toy_terrier,0.8546,0.4800,0.5670,"toy_terrier, miniature_pinscher, basenji, Chihuahua, Doberman","EntleBucher, Welsh_springer_spaniel, toy_terrier, Cardigan, briard","toy_terrier, Pekinese, Shih-Tzu, Japanese_spaniel, Chihuahua"
n02087394,Rhodesian_ridgeback,0.9523,0.5000,0.5259,"Rhodesian_ridgeback, redbone, vizsla, bloodhound, Chesapeake_Bay_retriever","Rhodesian_ridgeback, miniature_pinscher, EntleBucher, Welsh_springer_spaniel, Irish_setter","Rhodesian_ridgeback, Sussex_spaniel, Irish_water_spaniel, Brittany_spaniel, cocker_spaniel"
n02088094,Afghan_hound,2.3580,0.3061,0.4922,"Afghan_hound, briard, Sussex_spaniel, Tibetan_terrier, Lakeland_terrier","EntleBucher, cocker_spaniel, briard, schipperke, miniature_poodle","Afghan_hound, black-and-tan_coonhound, Weimaraner, Scottish_deerhound, Saluki"
n02088238,basset,1.1881,0.2400,0.5628,"basset, Walker_hound, beagle, bloodhound, English_foxhound","basset, Rhodesian_ridgeback, redbone, Irish_setter, black-and-tan_coonhound","basset, Scottish_deerhound, Weimaraner, Walker_hound, Saluki"
n02088364,beagle,0.9407,0.2600,0.5795,"beagle, English_foxhound, Walker_hound, basset, bloodhound","beagle, Rhodesian_ridgeback, Irish_setter, redbone, basset","beagle, Scottish_deerhound, Weimaraner, borzoi, Irish_wolfhound"
n02088466,bloodhound,1.4532,0.6200,0.5840,"bloodhound, Rhodesian_ridgeback, redbone, Walker_hound, basset","Irish_setter, Rhodesian_ridgeback, basset, black-and-tan_coonhound, English_foxhound","bloodhound, Weimaraner, Irish_wolfhound, Scottish_deerhound, otterhound"
n02088632,bluetick,1.1092,0.2200,0.5945,"bluetick, German_short-haired_pointer, English_springer, Walker_hound, English_foxhound","Rhodesian_ridgeback, Welsh_springer_spaniel, EntleBucher, miniature_pinscher, basset","bluetick, Ibizan_hound, black-and-tan_coonhound, Weimaraner, Scottish_deerhound"
n02089078,black-and-tan_coonhound,1.0696,0.3469,0.7311,"black-and-tan_coonhound, Rottweiler, Doberman, Gordon_setter, miniature_pinscher","black-and-tan_coonhound, EntleBucher, Welsh_springer_spaniel, Rhodesian_ridgeback, English_foxhound","black-and-tan_coonhound, bluetick, Saluki, English_foxhound, Norwegian_elkhound"
n02089867,Walker_hound,0.8754,0.5600,0.6649,"Walker_hound, English_foxhound, beagle, bloodhound, basset","EntleBucher, Walker_hound, Rottweiler, Rhodesian_ridgeback, black-and-tan_coonhound","Walker_hound, English_foxhound, Weimaraner, Irish_wolfhound, Scottish_deerhound"
n02089973,English_foxhound,0.9821,0.6042,0.7020,"English_foxhound, Walker_hound, beagle, bloodhound, basset","English_foxhound, Rhodesian_ridgeback, EntleBucher, redbone, black-and-tan_coonhound","English_foxhound, Walker_hound, Weimaraner, otterhound, Scottish_deerhound"
n02090379,redbone,1.1983,0.4000,0.6065,"redbone, Rhodesian_ridgeback, vizsla, bloodhound, Chesapeake_Bay_retriever","redbone, Rhodesian_ridgeback, Weimaraner, Irish_setter, basset","redbone, Weimaraner, otterhound, Scottish_deerhound, Irish_wolfhound"
n02090622,borzoi,1.6385,0.2000,0.5647,"borzoi, English_setter, whippet, Saluki, Irish_wolfhound","malamute, kuvasz, chow, borzoi, West_Highland_white_terrier","borzoi, Irish_wolfhound, Scottish_deerhound, Weimaraner, basset"
n02090721,Irish_wolfhound,1.7302,0.5000,0.5341,"Irish_wolfhound, Scottish_deerhound, whippet, Australian_terrier, Great_Pyrenees","Dandie_Dinmont, chow, EntleBucher, keeshond, Irish_wolfhound","Irish_wolfhound, borzoi, Walker_hound, otterhound, bloodhound"
n02091032,Italian_greyhound,1.6950,0.3000,0.5392,"Italian_greyhound, Ibizan_hound, Saluki, whippet, miniature_pinscher","Rhodesian_ridgeback, EntleBucher, black-and-tan_coonhound, Rottweiler, redbone","Italian_greyhound, whippet, Norwegian_elkhound, bluetick, Scottish_deerhound"
n02091134,whippet,1.1495,0.3400,0.5013,"whippet, Saluki, Ibizan_hound, Italian_greyhound, Walker_hound","whippet, Rhodesian_ridgeback, miniature_pinscher, EntleBucher, redbone","whippet, Italian_greyhound, bluetick, black-and-tan_coonhound, basset"
n02091244,Ibizan_hound,1.3888,0.4082,0.5597,"Ibizan_hound, Saluki, whippet, Italian_greyhound, Walker_hound","Rhodesian_ridgeback, Welsh_springer_spaniel, Ibizan_hound, Cardigan, redbone","Ibizan_hound, bluetick, otterhound, borzoi, whippet"
n02091467,Norwegian_elkhound,1.1735,0.1633,0.5858,"Norwegian_elkhound, German_shepherd, malamute, Eskimo_dog, keeshond","Norwegian_elkhound, curly-coated_retriever, EntleBucher, French_bulldog, miniature_poodle","Norwegian_elkhound, Italian_greyhound, bluetick, English_foxhound, Scottish_deerhound"
n02091635,otterhound,1.1026,0.4400,0.7173,"otterhound, Irish_terrier, briard, Australian_terrier, Lakeland_terrier","otterhound, Cardigan, EntleBucher, Dandie_Dinmont, Rhodesian_ridgeback","otterhound, bloodhound, Weimaraner, Scottish_deerhound, Irish_wolfhound"
n02091831,Saluki,1.3824,0.4000,0.5037,"Saluki, whippet, Ibizan_hound, Italian_greyhound, American_Staffordshire_terrier","Saint_Bernard, redbone, English_foxhound, EntleBucher, Rottweiler","Saluki, Weimaraner, otterhound, Scottish_deerhound, Irish_wolfhound"
n02092002,Scottish_deerhound,1.8682,0.3200,0.5853,"Scottish_deerhound, Irish_wolfhound, flat-coated_retriever, Bouvier_des_Flandres, Tibetan_terrier","Rhodesian_ridgeback, otterhound, EntleBucher, cocker_spaniel, Dandie_Dinmont","Scottish_deerhound, redbone, bloodhound, borzoi, Saluki"
n02092339,Weimaraner,1.3372,0.1020,0.5695,"Weimaraner, Great_Dane, German_short-haired_pointer, Rhodesian_ridgeback, Ibizan_hound","Weimaraner, redbone, Rhodesian_ridgeback, Irish_setter, basset","Weimaraner, beagle, Walker_hound, Scottish_deerhound, Saluki"
n02093256,Staffordshire_bullterrier,0.9251,0.3400,0.5479,"Staffordshire_bullterrier, American_Staffordshire_terrier, Great_Dane, boxer, bull_mastiff","EntleBucher, miniature_poodle, briard, cocker_spaniel, Dandie_Dinmont","Staffordshire_bullterrier, American_Staffordshire_terrier, Norwich_terrier, miniature_schnauzer, cairn"
n02093428,American_Staffordshire_terrier,0.9939,0.4167,0.6164,"American_Staffordshire_terrier, Staffordshire_bullterrier, boxer, Great_Dane, bull_mastiff","Rhodesian_ridgeback, miniature_pinscher, American_Staffordshire_terrier, Weimaraner, redbone","American_Staffordshire_terrier, Staffordshire_bullterrier, Norwich_terrier, miniature_schnauzer, Boston_bull"
n02093647,Bedlington_terrier,1.6843,0.2200,0.5682,"Bedlington_terrier, toy_poodle, miniature_poodle, Bouvier_des_Flandres, wire-haired_fox_terrier","Dandie_Dinmont, kuvasz, Scotch_terrier, West_Highland_white_terrier, Bedlington_terrier","Bedlington_terrier, Norwich_terrier, miniature_schnauzer, cairn, Boston_bull"
n02093754,Border_terrier,0.9598,0.3469,0.5792,"Border_terrier, Norfolk_terrier, Irish_terrier, soft-coated_wheaten_terrier, Australian_terrier","Border_terrier, otterhound, Dandie_Dinmont, cocker_spaniel, miniature_poodle","Border_terrier, Norwich_terrier, Boston_bull, miniature_schnauzer, cairn"
n02093859,Kerry_blue_terrier,1.8165,0.3200,0.6309,"Kerry_blue_terrier, Bouvier_des_Flandres, giant_schnauzer, standard_poodle, Tibetan_terrier","Kerry_blue_terrier, giant_schnauzer, Scotch_terrier, Bouvier_des_Flandres, Newfoundland","Kerry_blue_terrier, Norwich_terrier, miniature_schnauzer, Boston_bull, cairn"
n02093991,Irish_terrier,1.0920,0.4600,0.5561,"Irish_terrier, soft-coated_wheaten_terrier, otterhound, Norfolk_terrier, Australian_terrier","Dandie_Dinmont, Norwich_terrier, Japanese_spaniel, otterhound, Norfolk_terrier","Irish_terrier, Norwich_terrier, Boston_bull, miniature_schnauzer, cairn"
n02094114,Norfolk_terrier,1.0132,0.4200,0.5253,"Norfolk_terrier, Australian_terrier, Irish_terrier, soft-coated_wheaten_terrier, Norwich_terrier","Dandie_Dinmont, Norfolk_terrier, kuvasz, West_Highland_white_terrier, chow","Norfolk_terrier, Norwich_terrier, cairn, Boston_bull, miniature_schnauzer"
n02094258,Norwich_terrier,1.3540,0.4000,0.4876,"Norwich_terrier, Australian_terrier, cairn, Norfolk_terrier, silky_terrier","Dandie_Dinmont, Norwich_terrier, Japanese_spaniel, otterhound, Norfolk_terrier","Norwich_terrier, Scotch_terrier, West_Highland_white_terrier, Lhasa, Staffordshire_bullterrier"
